vTEC err_vTEC 
123.520600 -6820876.479400 
119.690400 -6820880.309600 
121.433729 -6820878.566271 
123.891491 -6820876.108509 
125.322357 -6820874.677643 
125.401860 -6820874.598140 
123.880888 -6820876.119112 
120.735087 -6820879.264913 
116.235235 -6820883.764765 
110.949417 -6820889.050583 
105.539825 -6820894.460175 
118.104544 -6820881.895456 
119.319349 -6820880.680651 
121.795050 -6820878.204950 
123.224849 -6820876.775151 
123.505059 -6820876.494941 
122.576334 -6820877.423666 
120.439180 -6820879.560820 
117.163274 -6820882.836726 
112.892577 -6820887.107423 
107.823858 -6820892.176142 
102.084748 -6820897.915252 
95.379557 -6820904.620443 
111.695302 -6820888.304698 
115.916145 -6820884.083855 
115.799813 -6820884.200187 
118.268308 -6820881.731692 
119.956664 -6820880.043336 
120.791677 -6820879.208323 
120.678232 -6820879.321768 
119.508701 -6820880.491299 
117.188099 -6820882.811901 
113.665856 -6820886.334144 
108.957962 -6820891.042038 
103.138338 -6820896.861662 
96.276265 -6820903.723735 
88.306794 -6820911.693206 
78.907354 -6820921.092646 
99.863073 -6820900.136927 
104.443372 -6820895.556628 
108.778535 -6820891.221465 
112.611406 -6820887.388594 
112.328395 -6820887.671605 
115.047403 -6820884.952597 
116.802782 -6820883.197218 
117.391367 -6820882.608633 
116.598585 -6820883.401415 
114.251709 -6820885.748291 
110.276523 -6820889.723477 
104.732847 -6820895.267153 
97.810311 -6820902.189689 
89.778286 -6820910.221714 
80.897898 -6820919.102102 
71.326643 -6820928.673357 
61.119457 -6820938.880543 
50.562350 -6820949.437650 
88.880144 -6820911.119856 
94.672495 -6820905.327505 
99.867714 -6820900.132286 
104.614856 -6820895.385144 
108.808511 -6820891.191489 
105.644835 -6820894.355165 
107.504518 -6820892.495482 
107.709533 -6820892.290467 
106.067752 -6820893.932248 
102.504464 -6820897.495536 
97.120306 -6820902.879694 
90.199703 -6820909.800297 
82.162597 -6820917.837403 
73.477547 -6820926.522453 
64.566596 -6820935.433404 
55.734184 -6820944.265816 
47.172992 -6820952.827008 
39.155711 -6820960.844289 
77.339696 -6820922.660304 
85.592868 -6820914.407132 
92.283668 -6820907.716332 
97.863914 -6820902.136086 
102.362393 -6820897.637607 
89.901469 -6820910.098531 
89.686957 -6820910.313043 
87.434342 -6820912.565658 
83.321979 -6820916.678021 
77.686368 -6820922.313632 
70.979940 -6820929.020060 
63.690766 -6820936.309234 
56.264284 -6820943.735716 
49.055577 -6820950.944423 
42.314605 -6820957.685395 
36.201444 -6820963.798556 
30.857697 -6820969.142303 
26.508065 -6820973.491935 
60.030260 -6820939.969740 
70.316892 -6820929.683108 
78.269865 -6820921.730135 
84.151740 -6820915.848260 
88.041684 -6820911.958316 
67.768723 -6820932.231277 
66.435845 -6820933.564155 
63.517250 -6820936.482750 
59.467111 -6820940.532889 
54.699972 -6820945.300028 
49.541128 -6820950.458872 
44.234216 -6820955.765784 
38.989459 -6820961.010541 
34.020026 -6820965.979974 
29.528537 -6820970.471463 
25.656739 -6820974.343261 
22.431106 -6820977.568894 
40.637227 -6820959.362773 
50.646092 -6820949.353908 
58.621979 -6820941.378021 
64.109336 -6820935.890664 
67.098738 -6820932.901262 
48.737543 -6820951.262457 
48.190053 -6820951.809947 
46.640132 -6820953.359868 
44.340200 -6820955.659800 
41.369046 -6820958.630954 
37.766122 -6820962.233878 
33.686589 -6820966.313411 
29.452553 -6820970.547447 
25.452659 -6820974.547341 
21.950188 -6820978.049812 
18.923040 -6820981.076960 
25.431086 -6820974.568914 
33.162263 -6820966.837737 
40.070978 -6820959.929022 
45.049564 -6820954.950436 
47.848866 -6820952.151134 
37.180455 -6820962.819545 
37.977235 -6820962.022765 
37.794671 -6820962.205329 
36.498855 -6820963.501145 
33.952986 -6820966.047014 
30.311736 -6820969.688264 
26.101601 -6820973.898399 
21.991275 -6820978.008725 
18.401658 -6820981.598342 
15.258136 -6820984.741864 
15.821951 -6820984.178049 
21.502926 -6820978.497074 
27.266893 -6820972.733107 
32.030843 -6820967.969157 
35.296805 -6820964.703195 
30.517059 -6820969.482941 
32.079238 -6820967.920762 
32.205129 -6820967.794871 
30.523031 -6820969.476969 
27.083641 -6820972.916359 
22.633776 -6820977.366224 
18.230147 -6820981.769853 
14.477089 -6820985.522911 
11.185593 -6820988.814407 
7.905833 -6820992.094167 
8.546612 -6820991.453388 
13.596922 -6820986.403078 
18.944380 -6820981.055620 
23.881616 -6820976.118384 
27.783855 -6820972.216145 
25.285452 -6820974.714548 
26.952327 -6820973.047673 
26.717857 -6820973.282143 
24.220209 -6820975.779791 
20.004849 -6820979.995151 
15.419406 -6820984.580594 
11.492884 -6820988.507116 
8.210295 -6820991.789705 
5.147186 -6820994.852814 
2.493025 -6820997.506975 
3.466638 -6820996.533362 
7.750029 -6820992.249971 
12.954125 -6820987.045875 
18.015857 -6820981.984143 
22.229384 -6820977.770616 
19.937940 -6820980.062060 
21.378929 -6820978.621071 
19.220658 -6820980.779342 
14.148717 -6820985.851283 
8.965757 -6820991.034243 
5.030044 -6820994.969956 
1.983501 -6820998.016499 
4.226516 -6820995.773484 
10.275830 -6820989.724170 
15.979696 -6820984.020304 
14.178869 -6820985.821131 
14.453012 -6820985.546988 
9.003591 -6820990.996409 
3.103168 -6820996.896832 
1.993734 -6820998.006266 
8.956280 -6820991.043720 
8.181690 -6820991.818310 
2.184356 -6820997.815644 
98.924718 -6820901.075282 
93.082189 -6820906.917811 
86.325314 -6820913.674686 
79.383425 -6820920.616575 
72.830442 -6820927.169558 
67.054111 -6820932.945889 
62.199732 -6820937.800268 
58.125439 -6820941.874561 
105.100189 -6820894.899811 
102.855873 -6820897.144127 
98.375664 -6820901.624336 
92.562103 -6820907.437897 
86.073203 -6820913.926797 
79.454731 -6820920.545269 
73.156325 -6820926.843675 
67.500423 -6820932.499577 
62.646589 -6820937.353411 
58.569806 -6820941.430194 
55.052557 -6820944.947443 
51.673361 -6820948.326639 
100.234313 -6820899.765687 
102.741030 -6820897.258970 
101.998666 -6820898.001334 
98.984336 -6820901.015664 
94.427597 -6820905.572403 
88.894208 -6820911.105792 
82.865639 -6820917.134361 
76.763274 -6820923.236726 
70.937606 -6820929.062394 
65.645161 -6820934.354839 
61.027492 -6820938.972508 
57.099608 -6820942.900392 
53.750068 -6820946.249932 
50.750271 -6820949.249729 
47.766623 -6820952.233377 
44.375805 -6820955.624195 
89.438178 -6820910.561822 
93.555738 -6820906.444262 
94.066734 -6820905.933266 
91.874339 -6820908.125661 
87.780887 -6820912.219113 
82.458656 -6820917.541344 
76.489077 -6820923.510923 
70.374680 -6820929.625320 
64.526658 -6820935.473342 
59.244675 -6820940.755325 
54.699657 -6820945.300343 
50.924632 -6820949.075368 
47.816094 -6820952.183906 
45.147147 -6820954.852853 
42.592155 -6820957.407845 
39.762260 -6820960.237740 
36.263574 -6820963.736426 
31.833489 -6820968.166511 
66.688408 -6820933.311592 
74.586615 -6820925.413385 
78.655740 -6820921.344260 
79.105049 -6820920.894951 
76.769907 -6820923.230093 
72.526729 -6820927.473271 
67.151775 -6820932.848225 
61.305529 -6820938.694471 
55.527135 -6820944.472865 
50.224816 -6820949.775184 
45.665624 -6820954.334376 
41.966954 -6820958.033046 
39.092373 -6820960.907627 
36.856295 -6820963.143705 
34.943811 -6820965.056189 
32.952455 -6820967.047545 
30.463761 -6820969.536239 
27.164682 -6820972.835318 
23.057322 -6820976.942678 
52.273560 -6820947.726440 
58.680414 -6820941.319586 
62.104440 -6820937.895560 
62.396361 -6820937.603639 
60.215519 -6820939.784481 
56.371673 -6820943.628327 
51.592857 -6820948.407143 
46.483338 -6820953.516662 
41.526917 -6820958.473083 
37.088838 -6820962.911162 
33.404950 -6820966.595050 
30.563114 -6820969.436886 
28.489531 -6820971.510469 
26.952845 -6820973.047155 
25.595980 -6820974.404020 
24.004670 -6820975.995330 
21.823489 -6820978.176511 
18.929100 -6820981.070900 
15.612201 -6820984.387799 
40.719581 -6820959.280419 
45.712624 -6820954.287376 
48.693735 -6820951.306265 
49.292311 -6820950.707689 
47.868806 -6820952.131194 
44.986027 -6820955.013973 
41.177893 -6820958.822107 
36.927044 -6820963.072956 
32.681726 -6820967.318274 
28.836196 -6820971.163804 
25.671206 -6820974.328794 
23.290177 -6820976.709823 
21.590984 -6820978.409016 
20.293024 -6820979.706976 
19.016397 -6820980.983603 
17.401985 -6820982.598015 
15.261479 -6820984.738521 
12.713830 -6820987.286170 
10.150730 -6820989.849270 
36.102712 -6820963.897288 
39.296052 -6820960.703948 
40.721573 -6820959.278427 
40.424718 -6820959.575282 
38.642087 -6820961.357913 
35.677615 -6820964.322385 
31.939154 -6820968.060846 
27.953001 -6820972.046999 
24.265776 -6820975.734224 
21.272929 -6820978.727071 
19.080401 -6820980.919599 
17.487387 -6820982.512613 
16.102269 -6820983.897731 
14.532294 -6820985.467706 
12.566408 -6820987.433592 
10.278902 -6820989.721098 
7.968462 -6820992.031538 
31.528463 -6820968.471537 
31.584445 -6820968.415555 
34.211482 -6820965.788518 
35.216075 -6820964.783925 
34.528401 -6820965.471599 
32.225161 -6820967.774839 
28.688600 -6820971.311400 
24.637814 -6820975.362186 
20.892653 -6820979.107347 
17.994290 -6820982.005710 
15.958827 -6820984.041173 
14.354282 -6820985.645718 
12.642851 -6820987.357149 
10.543059 -6820989.456941 
8.180782 -6820991.819218 
5.963338 -6820994.036662 
4.376889 -6820995.623111 
22.346632 -6820977.653368 
27.513585 -6820972.486415 
27.116094 -6820972.883906 
29.689967 -6820970.310033 
30.333903 -6820969.666097 
28.824599 -6820971.175401 
25.461187 -6820974.538813 
21.249470 -6820978.750530 
17.447176 -6820982.552824 
14.742002 -6820985.257998 
12.855654 -6820987.144346 
10.993787 -6820989.006213 
8.674310 -6820991.325690 
6.151140 -6820993.848860 
4.219250 -6820995.780750 
3.967433 -6820996.032567 
6.594831 -6820993.405169 
11.794047 -6820988.205953 
17.653833 -6820982.346167 
22.968850 -6820977.031150 
22.243068 -6820977.756932 
24.702189 -6820975.297811 
24.834519 -6820975.165481 
22.479350 -6820977.520650 
18.554615 -6820981.445385 
14.735866 -6820985.264134 
12.084503 -6820987.915497 
10.207711 -6820989.792289 
8.102133 -6820991.897867 
5.555961 -6820994.444039 
3.540318 -6820996.459682 
3.740508 -6820996.259492 
7.350311 -6820992.649689 
12.819200 -6820987.180800 
18.073392 -6820981.926608 
16.750678 -6820983.249322 
19.100161 -6820980.899839 
17.338596 -6820982.661404 
13.015405 -6820986.984595 
9.550256 -6820990.449744 
7.249120 -6820992.750880 
4.399871 -6820995.600129 
2.473708 -6820997.526292 
5.504707 -6820994.495293 
11.599332 -6820988.400668 
10.700110 -6820989.299890 
12.175752 -6820987.824248 
8.240226 -6820991.759774 
5.071099 -6820994.928901 
1.911244 -6820998.088756 
4.385220 -6820995.614780 
4.587727 -6820995.412273 
2.879825 -6820997.120175 
44.768030 -6820955.231970 
41.038061 -6820958.961939 
57.206049 -6820942.793951 
50.801669 -6820949.198331 
46.045156 -6820953.954844 
42.567808 -6820957.432192 
40.226889 -6820959.773111 
70.807949 -6820929.192051 
65.723083 -6820934.276917 
60.150109 -6820939.849891 
55.303663 -6820944.696337 
51.288293 -6820948.711707 
47.794627 -6820952.205373 
44.590896 -6820955.409104 
41.840493 -6820958.159507 
40.165358 -6820959.834642 
72.706635 -6820927.293365 
68.288596 -6820931.711404 
63.652313 -6820936.347687 
59.580513 -6820940.419487 
56.144957 -6820943.855043 
53.035309 -6820946.964691 
49.877916 -6820950.122084 
46.514452 -6820953.485548 
43.181913 -6820956.818087 
40.490927 -6820959.509073 
77.013031 -6820922.986969 
73.787481 -6820926.212519 
69.515404 -6820930.484596 
65.197367 -6820934.802633 
61.423603 -6820938.576397 
58.341157 -6820941.658843 
55.776111 -6820944.223889 
53.381946 -6820946.618054 
50.799275 -6820949.200725 
47.810575 -6820952.189425 
44.457146 -6820955.542854 
41.073174 -6820958.926826 
38.166105 -6820961.833895 
80.104815 -6820919.895185 
78.198041 -6820921.801959 
74.407088 -6820925.592912 
69.890795 -6820930.109205 
65.448016 -6820934.551984 
61.525558 -6820938.474442 
58.280331 -6820941.719669 
55.648135 -6820944.351865 
53.415588 -6820946.584412 
51.298455 -6820948.701545 
49.023095 -6820950.976905 
46.403177 -6820953.596823 
43.401077 -6820956.598923 
40.159926 -6820959.840074 
36.986927 -6820963.013073 
34.262526 -6820965.737474 
78.602921 -6820921.397079 
77.198267 -6820922.801733 
73.818220 -6820926.181780 
69.665530 -6820930.334470 
65.481115 -6820934.518885 
61.670422 -6820938.329578 
58.403717 -6820941.596283 
55.678700 -6820944.321300 
53.370891 -6820946.629109 
51.284622 -6820948.715378 
49.205841 -6820950.794159 
46.951838 -6820953.048162 
44.411603 -6820955.588397 
41.572287 -6820958.427713 
38.529709 -6820961.470291 
35.481514 -6820964.518486 
32.699728 -6820967.300272 
30.476363 -6820969.523637 
69.377514 -6820930.622486 
70.556945 -6820929.443055 
68.621855 -6820931.378145 
65.213232 -6820934.786768 
61.441054 -6820938.558946 
57.923700 -6820942.076300 
54.941565 -6820945.058435 
52.537419 -6820947.462581 
50.584894 -6820949.415106 
48.851676 -6820951.148324 
47.068025 -6820952.931975 
44.997923 -6820955.002077 
42.501403 -6820957.498597 
39.574433 -6820960.425567 
36.357592 -6820963.642408 
33.112819 -6820966.887181 
30.170878 -6820969.829122 
27.841923 -6820972.158077 
55.479557 -6820944.520443 
56.688091 -6820943.311909 
54.975315 -6820945.024685 
52.000122 -6820947.999878 
48.885053 -6820951.114947 
46.220730 -6820953.779270 
44.227642 -6820955.772358 
42.863599 -6820957.136401 
41.898656 -6820958.101344 
40.991021 -6820959.008979 
39.780242 -6820960.219758 
37.992998 -6820962.007002 
35.536614 -6820964.463386 
32.545647 -6820967.454353 
29.354631 -6820970.645369 
26.385614 -6820973.614386 
23.940673 -6820976.059327 
42.698713 -6820957.301287 
42.872344 -6820957.127656 
40.903231 -6820959.096769 
38.168398 -6820961.831602 
35.583766 -6820964.416234 
33.603514 -6820966.396486 
32.349804 -6820967.650196 
31.699238 -6820968.300762 
31.350488 -6820968.649512 
30.905724 -6820969.094276 
29.983567 -6820970.016433 
28.354015 -6820971.645985 
26.047399 -6820973.952601 
23.362846 -6820976.637154 
20.710627 -6820979.289373 
18.292718 -6820981.707282 
34.767480 -6820965.232520 
33.921270 -6820966.078730 
31.589758 -6820968.410242 
28.869691 -6820971.130309 
26.474719 -6820973.525281 
24.730016 -6820975.269984 
23.655301 -6820976.344699 
23.043961 -6820976.956039 
22.552157 -6820977.447843 
21.807395 -6820978.192605 
20.540497 -6820979.459503 
18.714918 -6820981.285082 
16.563298 -6820983.436702 
14.411330 -6820985.588670 
12.370651 -6820987.629349 
30.498202 -6820969.501798 
29.188405 -6820970.811595 
26.604391 -6820973.395609 
23.790766 -6820976.209234 
21.406454 -6820978.593546 
19.684081 -6820980.315919 
18.501907 -6820981.498093 
17.530495 -6820982.469505 
16.415370 -6820983.584630 
14.940721 -6820985.059279 
13.138134 -6820986.861866 
11.276211 -6820988.723789 
9.635695 -6820990.364305 
27.295848 -6820972.704152 
26.003361 -6820973.996639 
23.294929 -6820976.705071 
20.413021 -6820979.586979 
18.087200 -6820981.912800 
16.423207 -6820983.576793 
15.069237 -6820984.930763 
13.578259 -6820986.421741 
11.754172 -6820988.245828 
9.787050 -6820990.212950 
8.097587 -6820991.902413 
6.949097 -6820993.050903 
23.672586 -6820976.327414 
22.766224 -6820977.233776 
20.067130 -6820979.932870 
17.234314 -6820982.765686 
15.108365 -6820984.891635 
13.517186 -6820986.482814 
11.828613 -6820988.171387 
9.757574 -6820990.242426 
7.690175 -6820992.309825 
6.228821 -6820993.771179 
18.771203 -6820981.228797 
19.281260 -6820980.718740 
17.255227 -6820982.744773 
14.680304 -6820985.319696 
12.727029 -6820987.272971 
11.155949 -6820988.844051 
9.280372 -6820990.719628 
7.167818 -6820992.832182 
5.544321 -6820994.455679 
13.052721 -6820986.947279 
14.635419 -6820985.364581 
12.668771 -6820987.331229 
10.512357 -6820989.487643 
8.677541 -6820991.322459 
6.369591 -6820993.630409 
4.547781 -6820995.452219 
9.516403 -6820990.483597 
9.773069 -6820990.226931 
8.933562 -6820991.066438 
7.067004 -6820992.932996 
4.735871 -6820995.264129 
1.959181 -6820998.040819 
10.367498 -6820989.632502 
5.634674 -6820994.365326 
